Mã PKKH,Mã khách hàng,Date,Month,customer status,left yet
A3,CUZ01749,2022-10-03,10,old customer from THIS year,still staying
C1,CUZ01750,2022-07-01,07,new customer,left
C2,CUZ01751,2022-07-01,07,new customer,left
C1,CUZ01752,2022-07-01,07,new customer,still staying
C1,CUZ01752,2022-08-17,08,old customer from THIS year,still staying
C1,CUZ01752,2022-09-01,09,old customer from THIS year,still staying
C1,CUZ01752,2022-12-28,12,old customer from THIS year,still staying
C2,CUZ01753,2022-07-01,07,new customer,left
A1,CUZ01754,2022-07-01,07,new customer,still staying
A1,CUZ01754,2022-08-22,08,old customer from THIS year,still staying
A1,CUZ01754,2022-09-21,09,old customer from THIS year,still staying
A1,CUZ01754,2022-10-01,10,old customer from THIS year,still staying
A1,CUZ01754,2022-11-01,11,old customer from THIS year,still staying
A1,CUZ01754,2022-12-07,12,old customer from THIS year,still staying
A3,CUZ01755,2022-07-01,07,new customer,left
B3,CUZ01756,2022-07-01,07,new customer,left
B1,CUZ01757,2022-07-01,07,new customer,left
C2,CUZ01758,2022-07-01,07,new customer,left
A1,CUZ01759,2022-07-01,07,new customer,left
B2,CUZ01760,2022-07-01,07,new customer,left
A2,CUZ01761,2022-07-01,07,new customer,left
B1,CUZ01762,2022-07-01,07,new customer,still staying
B1,CUZ01762,2022-08-19,08,old customer from THIS year,still staying
A3,CUZ01763,2022-07-01,07,new customer,left
B1,CUZ01764,2022-07-01,07,new customer,left
A2,CUZ01765,2022-07-02,07,new customer,left
C2,CUZ01766,2022-07-02,07,new customer,left
A1,CUZ01767,2022-07-02,07,new customer,left
B2,CUZ01768,2022-07-02,07,new customer,left
A3,CUZ01769,2022-07-02,07,new customer,still staying
A3,CUZ01769,2022-08-21,08,old customer from THIS year,still staying
A2,CUZ01770,2022-07-02,07,new customer,left
A2,CUZ01771,2022-07-02,07,new customer,left
C1,CUZ01772,2022-07-02,07,new customer,left
B2,CUZ01773,2022-07-02,07,new customer,left
A1,CUZ01774,2022-07-03,07,new customer,left
C1,CUZ01775,2022-07-03,07,new customer,left
B2,CUZ01776,2022-07-03,07,new customer,left
A3,CUZ01777,2022-07-03,07,new customer,left
C1,CUZ01778,2022-07-03,07,new customer,left
A1,CUZ01779,2022-07-03,07,new customer,left
B3,CUZ01780,2022-07-03,07,new customer,left
A3,CUZ01781,2022-07-03,07,new customer,left
B3,CUZ01782,2022-07-03,07,new customer,left
B3,CUZ01783,2022-07-03,07,new customer,still staying
B3,CUZ01783,2022-10-05,10,old customer from THIS year,still staying
B2,CUZ01784,2022-07-04,07,new customer,left
C2,CUZ01785,2022-07-04,07,new customer,left
B1,CUZ01786,2022-07-04,07,new customer,left
B1,CUZ01787,2022-07-04,07,new customer,left
C2,CUZ01788,2022-07-04,07,new customer,left
B1,CUZ01789,2022-07-04,07,new customer,left
B1,CUZ01790,2022-07-04,07,new customer,left
A3,CUZ01791,2022-07-04,07,new customer,left
A1,CUZ01792,2022-07-04,07,new customer,still staying
A1,CUZ01792,2022-08-23,08,old customer from THIS year,still staying
A1,CUZ01792,2022-09-23,09,old customer from THIS year,still staying
A1,CUZ01792,2022-10-03,10,old customer from THIS year,still staying
B1,CUZ01793,2022-07-04,07,new customer,left
B2,CUZ01794,2022-07-05,07,new customer,left
A1,CUZ01795,2022-07-05,07,new customer,still staying
A1,CUZ01795,2022-08-23,08,old customer from THIS year,left
B2,CUZ01796,2022-07-05,07,new customer,still staying
B2,CUZ01796,2022-08-22,08,old customer from THIS year,still staying
A3,CUZ01797,2022-07-05,07,new customer,still staying
A3,CUZ01797,2022-09-09,09,old customer from THIS year,still staying
A3,CUZ01797,2022-11-03,11,old customer from THIS year,still staying
B2,CUZ01798,2022-07-05,07,new customer,left
A1,CUZ01799,2022-07-05,07,new customer,left
C2,CUZ01800,2022-07-05,07,new customer,left
B2,CUZ01801,2022-07-05,07,new customer,left
B2,CUZ01802,2022-07-05,07,new customer,left
B1,CUZ01803,2022-07-06,07,new customer,left
C2,CUZ01804,2022-07-06,07,new customer,left
A2,CUZ01805,2022-07-06,07,new customer,left
B2,CUZ01806,2022-07-06,07,new customer,left
B1,CUZ01807,2022-07-06,07,new customer,left
B3,CUZ01808,2022-07-06,07,new customer,left
C2,CUZ01809,2022-07-06,07,new customer,left
A2,CUZ01810,2022-07-06,07,new customer,left
B3,CUZ01811,2022-07-06,07,new customer,left
A1,CUZ01812,2022-07-06,07,new customer,still staying
A1,CUZ01812,2022-08-09,08,old customer from THIS year,still staying
A1,CUZ01812,2022-09-06,09,old customer from THIS year,still staying
A1,CUZ01812,2022-10-02,10,old customer from THIS year,still staying
A3,CUZ01813,2022-07-06,07,new customer,still staying
A3,CUZ01813,2022-11-05,11,old customer from THIS year,still staying
A2,CUZ01814,2022-07-07,07,new customer,left
C1,CUZ01815,2022-07-07,07,new customer,left
B2,CUZ01816,2022-07-07,07,new customer,left
A2,CUZ01817,2022-07-07,07,new customer,left
C2,CUZ01818,2022-07-07,07,new customer,still staying
C2,CUZ01818,2022-09-21,09,old customer from THIS year,still staying
A1,CUZ01819,2022-07-07,07,new customer,left
B2,CUZ01820,2022-07-07,07,new customer,left
A1,CUZ01821,2022-07-07,07,new customer,left
C2,CUZ01822,2022-07-07,07,new customer,left
B1,CUZ01823,2022-07-08,07,new customer,left
A1,CUZ01824,2022-07-08,07,new customer,left
B3,CUZ01825,2022-07-08,07,new customer,left
C1,CUZ01826,2022-07-08,07,new customer,left
B1,CUZ01827,2022-07-08,07,new customer,left
B1,CUZ01828,2022-07-08,07,new customer,left
C2,CUZ01829,2022-07-08,07,new customer,still staying
C2,CUZ01829,2022-09-28,09,old customer from THIS year,still staying
B2,CUZ01830,2022-07-08,07,new customer,left
B2,CUZ01831,2022-07-08,07,new customer,left
B1,CUZ01832,2022-07-08,07,new customer,left
A2,CUZ01833,2022-07-08,07,new customer,still staying
A2,CUZ01833,2022-09-23,09,old customer from THIS year,still staying
A2,CUZ01833,2022-11-18,11,old customer from THIS year,still staying
C1,CUZ01834,2022-07-08,07,new customer,left
A2,CUZ01835,2022-07-09,07,new customer,left
B1,CUZ01836,2022-07-09,07,new customer,left
B1,CUZ01837,2022-07-09,07,new customer,left
A2,CUZ01838,2022-07-09,07,new customer,left
B2,CUZ01839,2022-07-09,07,new customer,left
B2,CUZ01840,2022-07-09,07,new customer,left
C1,CUZ01841,2022-07-09,07,new customer,left
A3,CUZ01842,2022-07-09,07,new customer,left
C1,CUZ01843,2022-07-09,07,new customer,left
A3,CUZ01844,2022-07-09,07,new customer,left
A3,CUZ01845,2022-07-09,07,new customer,left
A3,CUZ01846,2022-07-09,07,new customer,left
A3,CUZ01847,2022-07-09,07,new customer,left
A2,CUZ01848,2022-07-09,07,new customer,still staying
A2,CUZ01848,2022-08-08,08,old customer from THIS year,still staying
A2,CUZ01848,2022-12-04,12,old customer from THIS year,still staying
B1,CUZ01849,2022-07-09,07,new customer,left
B1,CUZ01850,2022-07-09,07,new customer,left
A3,CUZ01851,2022-07-10,07,new customer,still staying
A3,CUZ01851,2022-09-29,09,old customer from THIS year,still staying
A3,CUZ01851,2022-10-14,10,old customer from THIS year,still staying
A1,CUZ01852,2022-07-10,07,new customer,left
C1,CUZ01853,2022-07-10,07,new customer,still staying
C1,CUZ01853,2022-11-20,11,old customer from THIS year,still staying
C1,CUZ01853,2022-12-25,12,old customer from THIS year,still staying
A1,CUZ01854,2022-07-10,07,new customer,left
B1,CUZ01855,2022-07-10,07,new customer,left
B1,CUZ01856,2022-07-10,07,new customer,left
A1,CUZ01857,2022-07-10,07,new customer,still staying
A1,CUZ01857,2022-08-21,08,old customer from THIS year,still staying
A1,CUZ01857,2022-09-06,09,old customer from THIS year,still staying
B2,CUZ01858,2022-07-10,07,new customer,left
B2,CUZ01859,2022-07-10,07,new customer,left
B2,CUZ01860,2022-07-10,07,new customer,left
B1,CUZ01861,2022-07-10,07,new customer,left
B2,CUZ01862,2022-07-11,07,new customer,left
A3,CUZ01863,2022-07-11,07,new customer,left
A3,CUZ01864,2022-07-11,07,new customer,left
A1,CUZ01865,2022-07-11,07,new customer,still staying
A1,CUZ01865,2022-08-20,08,old customer from THIS year,still staying
A1,CUZ01865,2022-09-26,09,old customer from THIS year,still staying
A1,CUZ01865,2022-10-15,10,old customer from THIS year,still staying
A1,CUZ01866,2022-07-11,07,new customer,still staying
A1,CUZ01866,2022-08-12,08,old customer from THIS year,still staying
A1,CUZ01866,2022-09-17,09,old customer from THIS year,still staying
A3,CUZ01867,2022-07-11,07,new customer,left
C2,CUZ01868,2022-07-11,07,new customer,left
B2,CUZ01869,2022-07-12,07,new customer,left
B1,CUZ01870,2022-07-12,07,new customer,left
A1,CUZ01871,2022-07-12,07,new customer,left
A3,CUZ01872,2022-07-12,07,new customer,still staying
A3,CUZ01872,2022-10-29,10,old customer from THIS year,still staying
A3,CUZ01872,2022-11-02,11,old customer from THIS year,still staying
A1,CUZ01873,2022-07-12,07,new customer,left
C1,CUZ01874,2022-07-12,07,new customer,left
B1,CUZ01875,2022-07-12,07,new customer,still staying
B1,CUZ01875,2022-12-24,12,old customer from THIS year,still staying
B2,CUZ01876,2022-07-12,07,new customer,left
A2,CUZ01877,2022-07-12,07,new customer,still staying
A2,CUZ01877,2022-09-09,09,old customer from THIS year,still staying
A2,CUZ01877,2022-12-01,12,old customer from THIS year,still staying
A3,CUZ01878,2022-07-12,07,new customer,still staying
A3,CUZ01878,2022-11-27,11,old customer from THIS year,still staying
B1,CUZ01879,2022-07-13,07,new customer,left
B2,CUZ01880,2022-07-13,07,new customer,left
B2,CUZ01881,2022-07-13,07,new customer,left
C1,CUZ01882,2022-07-13,07,new customer,still staying
C1,CUZ01882,2022-12-18,12,old customer from THIS year,still staying
B2,CUZ01883,2022-07-13,07,new customer,left
C1,CUZ01884,2022-07-13,07,new customer,left
B2,CUZ01885,2022-07-13,07,new customer,left
A3,CUZ01886,2022-07-13,07,new customer,left
B2,CUZ01887,2022-07-13,07,new customer,still staying
B2,CUZ01887,2022-12-25,12,old customer from THIS year,still staying
B3,CUZ01888,2022-07-13,07,new customer,left
B1,CUZ01889,2022-07-13,07,new customer,left
B1,CUZ01890,2022-07-13,07,new customer,left
B1,CUZ01891,2022-07-14,07,new customer,left
A1,CUZ01892,2022-07-14,07,new customer,left
C1,CUZ01893,2022-07-14,07,new customer,left
A3,CUZ01894,2022-07-14,07,new customer,left
B2,CUZ01895,2022-07-14,07,new customer,left
C1,CUZ01896,2022-07-14,07,new customer,left
B2,CUZ01897,2022-07-14,07,new customer,left
B2,CUZ01898,2022-07-14,07,new customer,left
B1,CUZ01899,2022-07-15,07,new customer,left
A1,CUZ01900,2022-07-15,07,new customer,still staying
A1,CUZ01900,2022-08-07,08,old customer from THIS year,still staying
A1,CUZ01900,2022-09-21,09,old customer from THIS year,still staying
A1,CUZ01900,2022-10-09,10,old customer from THIS year,still staying
A1,CUZ01900,2022-11-20,11,old customer from THIS year,still staying
A1,CUZ01900,2022-12-10,12,old customer from THIS year,still staying
B2,CUZ01901,2022-07-15,07,new customer,left
C2,CUZ01902,2022-07-15,07,new customer,still staying
C2,CUZ01902,2022-11-24,11,old customer from THIS year,still staying
A1,CUZ01903,2022-07-15,07,new customer,left
A2,CUZ01904,2022-07-15,07,new customer,left
B2,CUZ01905,2022-07-15,07,new customer,left
A2,CUZ01906,2022-07-15,07,new customer,left
A2,CUZ01907,2022-07-15,07,new customer,left
A3,CUZ01908,2022-07-15,07,new customer,left
B1,CUZ01909,2022-07-15,07,new customer,left
A1,CUZ01910,2022-07-16,07,new customer,left
A1,CUZ01911,2022-07-16,07,new customer,still staying
A1,CUZ01911,2022-11-11,11,old customer from THIS year,still staying
A3,CUZ01912,2022-07-16,07,new customer,left
B2,CUZ01913,2022-07-16,07,new customer,left
A3,CUZ01914,2022-07-16,07,new customer,left
B3,CUZ01915,2022-07-16,07,new customer,left
B1,CUZ01916,2022-07-16,07,new customer,left
B2,CUZ01917,2022-07-16,07,new customer,left
C2,CUZ01918,2022-07-16,07,new customer,left
B2,CUZ01919,2022-07-16,07,new customer,left
A2,CUZ01920,2022-07-16,07,new customer,left
B2,CUZ01921,2022-07-16,07,new customer,left
A3,CUZ01922,2022-07-16,07,new customer,left
A3,CUZ01923,2022-07-16,07,new customer,left
B3,CUZ01924,2022-07-17,07,new customer,still staying
B3,CUZ01924,2022-08-22,08,old customer from THIS year,left
B2,CUZ01925,2022-07-17,07,new customer,still staying
B3,CUZ01926,2022-07-17,07,new customer,left
B3,CUZ01927,2022-07-17,07,new customer,left
A3,CUZ01928,2022-07-17,07,new customer,left
B2,CUZ01929,2022-07-17,07,new customer,still staying
A1,CUZ01930,2022-07-17,07,new customer,still staying
A1,CUZ01930,2022-09-29,09,old customer from THIS year,still staying
A1,CUZ01930,2022-10-16,10,old customer from THIS year,still staying
A1,CUZ01930,2022-11-07,11,old customer from THIS year,still staying
B2,CUZ01931,2022-07-17,07,new customer,still staying
A2,CUZ01932,2022-07-18,07,new customer,left
B1,CUZ01933,2022-07-18,07,new customer,left
B3,CUZ01934,2022-07-18,07,new customer,left
A3,CUZ01935,2022-07-18,07,new customer,left
A3,CUZ01936,2022-07-18,07,new customer,left
B1,CUZ01937,2022-07-18,07,new customer,still staying
B1,CUZ01937,2022-11-27,11,old customer from THIS year,still staying
A1,CUZ01938,2022-07-18,07,new customer,left
C1,CUZ01939,2022-07-18,07,new customer,left
A1,CUZ01940,2022-07-19,07,new customer,still staying
A1,CUZ01940,2022-09-10,09,old customer from THIS year,still staying
A1,CUZ01940,2022-10-09,10,old customer from THIS year,still staying
A1,CUZ01940,2022-11-26,11,old customer from THIS year,still staying
B2,CUZ01941,2022-07-19,07,new customer,still staying
B1,CUZ01942,2022-07-19,07,new customer,left
A1,CUZ01943,2022-07-19,07,new customer,left
B3,CUZ01944,2022-07-19,07,new customer,left
A1,CUZ01945,2022-07-19,07,new customer,still staying
A1,CUZ01945,2022-09-14,09,old customer from THIS year,still staying
A1,CUZ01945,2022-10-14,10,old customer from THIS year,still staying
A1,CUZ01945,2022-11-08,11,old customer from THIS year,still staying
C1,CUZ01946,2022-07-19,07,new customer,left
B2,CUZ01947,2022-07-19,07,new customer,still staying
A3,CUZ01948,2022-07-20,07,new customer,left
A1,CUZ01949,2022-07-20,07,new customer,left
B1,CUZ01950,2022-07-20,07,new customer,still staying
B1,CUZ01950,2022-11-07,11,old customer from THIS year,still staying
B3,CUZ01951,2022-07-20,07,new customer,still staying
B3,CUZ01951,2022-10-27,10,old customer from THIS year,still staying
B2,CUZ01952,2022-07-20,07,new customer,still staying
C1,CUZ01953,2022-07-20,07,new customer,left
B2,CUZ01954,2022-07-20,07,new customer,still staying
A1,CUZ01955,2022-07-20,07,new customer,still staying
A1,CUZ01955,2022-08-24,08,old customer from THIS year,still staying
A1,CUZ01955,2022-09-01,09,old customer from THIS year,still staying
A1,CUZ01955,2022-10-08,10,old customer from THIS year,still staying
B2,CUZ01956,2022-07-21,07,new customer,still staying
B1,CUZ01957,2022-07-21,07,new customer,left
B1,CUZ01958,2022-07-21,07,new customer,left
B2,CUZ01959,2022-07-21,07,new customer,still staying
A3,CUZ01960,2022-07-21,07,new customer,left
B1,CUZ01961,2022-07-21,07,new customer,left
B1,CUZ01962,2022-07-21,07,new customer,still staying
B1,CUZ01962,2022-08-16,08,old customer from THIS year,still staying
B2,CUZ01963,2022-07-21,07,new customer,still staying
B2,CUZ01964,2022-07-21,07,new customer,still staying
C2,CUZ01965,2022-07-21,07,new customer,left
A3,CUZ01966,2022-07-21,07,new customer,left
A1,CUZ01967,2022-07-21,07,new customer,still staying
A1,CUZ01967,2022-09-14,09,old customer from THIS year,still staying
A1,CUZ01967,2022-10-05,10,old customer from THIS year,still staying
A1,CUZ01967,2022-11-29,11,old customer from THIS year,still staying
C1,CUZ01968,2022-07-22,07,new customer,left
B2,CUZ01969,2022-07-22,07,new customer,still staying
A2,CUZ01970,2022-07-22,07,new customer,still staying
A2,CUZ01970,2022-08-13,08,old customer from THIS year,still staying
A2,CUZ01970,2022-09-10,09,old customer from THIS year,still staying
A2,CUZ01970,2022-10-15,10,old customer from THIS year,still staying
A2,CUZ01970,2022-12-24,12,old customer from THIS year,still staying
C1,CUZ01971,2022-07-22,07,new customer,left
B2,CUZ01972,2022-07-22,07,new customer,still staying
B2,CUZ01973,2022-07-22,07,new customer,still staying
A1,CUZ01974,2022-07-22,07,new customer,still staying
A1,CUZ01974,2022-08-19,08,old customer from THIS year,still staying
A1,CUZ01974,2022-09-10,09,old customer from THIS year,still staying
A1,CUZ01974,2022-11-20,11,old customer from THIS year,still staying
A1,CUZ01975,2022-07-22,07,new customer,still staying
A1,CUZ01975,2022-09-28,09,old customer from THIS year,still staying
A1,CUZ01976,2022-07-22,07,new customer,still staying
A1,CUZ01976,2022-11-23,11,old customer from THIS year,still staying
C1,CUZ01977,2022-07-22,07,new customer,left
C1,CUZ01978,2022-07-22,07,new customer,left
A3,CUZ01979,2022-07-22,07,new customer,left
C1,CUZ01980,2022-07-22,07,new customer,left
B2,CUZ01981,2022-07-22,07,new customer,still staying
B2,CUZ01982,2022-07-23,07,new customer,still staying
A3,CUZ01983,2022-07-23,07,new customer,still staying
A3,CUZ01983,2022-11-27,11,old customer from THIS year,still staying
B3,CUZ01984,2022-07-23,07,new customer,left
B2,CUZ01985,2022-07-23,07,new customer,still staying
B3,CUZ01986,2022-07-23,07,new customer,left
C1,CUZ01987,2022-07-23,07,new customer,left
A3,CUZ01988,2022-07-23,07,new customer,still staying
A3,CUZ01988,2022-09-01,09,old customer from THIS year,still staying
A1,CUZ01989,2022-07-23,07,new customer,left
A1,CUZ01990,2022-07-23,07,new customer,still staying
A1,CUZ01990,2022-08-16,08,old customer from THIS year,still staying
A1,CUZ01990,2022-10-11,10,old customer from THIS year,still staying
B3,CUZ01991,2022-07-23,07,new customer,left
C1,CUZ01992,2022-07-23,07,new customer,still staying
C1,CUZ01992,2022-09-22,09,old customer from THIS year,still staying
A3,CUZ01993,2022-07-23,07,new customer,still staying
A3,CUZ01993,2022-08-20,08,old customer from THIS year,still staying
A3,CUZ01993,2022-09-17,09,old customer from THIS year,still staying
B2,CUZ01994,2022-07-23,07,new customer,still staying
B1,CUZ01995,2022-07-23,07,new customer,left
A1,CUZ01996,2022-07-23,07,new customer,left
A1,CUZ01997,2022-07-23,07,new customer,left
A1,CUZ01998,2022-07-24,07,new customer,left
C1,CUZ01999,2022-07-24,07,new customer,left
B1,CUZ02000,2022-07-24,07,new customer,left
A3,CUZ02001,2022-07-24,07,new customer,left
A3,CUZ02002,2022-07-24,07,new customer,left
B2,CUZ02003,2022-07-24,07,new customer,still staying
B2,CUZ02004,2022-07-24,07,new customer,still staying
C1,CUZ02005,2022-07-24,07,new customer,left
B1,CUZ02006,2022-07-24,07,new customer,left
A1,CUZ02007,2022-07-24,07,new customer,still staying
A1,CUZ02007,2022-08-24,08,old customer from THIS year,still staying
A1,CUZ02007,2022-09-27,09,old customer from THIS year,still staying
A1,CUZ02007,2022-10-21,10,old customer from THIS year,still staying
B3,CUZ02008,2022-07-24,07,new customer,left
A3,CUZ02009,2022-07-24,07,new customer,left
A3,CUZ02010,2022-07-24,07,new customer,still staying
A3,CUZ02010,2022-08-14,08,old customer from THIS year,still staying
A1,CUZ02011,2022-07-25,07,new customer,left
A1,CUZ02012,2022-07-25,07,new customer,left
B3,CUZ02013,2022-07-25,07,new customer,left
A3,CUZ02014,2022-07-25,07,new customer,left
B2,CUZ02015,2022-07-25,07,new customer,still staying
C1,CUZ02016,2022-07-25,07,new customer,left
A3,CUZ02017,2022-07-25,07,new customer,left
C2,CUZ02018,2022-07-25,07,new customer,left
B1,CUZ02019,2022-07-25,07,new customer,left
A2,CUZ02020,2022-07-25,07,new customer,still staying
A2,CUZ02020,2022-08-29,08,old customer from THIS year,still staying
A2,CUZ02020,2022-09-15,09,old customer from THIS year,still staying
A3,CUZ02021,2022-07-25,07,new customer,left
A3,CUZ02022,2022-07-25,07,new customer,left
B1,CUZ02023,2022-07-26,07,new customer,left
C2,CUZ02024,2022-07-26,07,new customer,left
A1,CUZ02025,2022-07-26,07,new customer,still staying
A1,CUZ02025,2022-08-01,08,old customer from THIS year,left
A2,CUZ02026,2022-07-26,07,new customer,still staying
A2,CUZ02027,2022-07-26,07,new customer,still staying
B3,CUZ02028,2022-07-26,07,new customer,left
B3,CUZ02029,2022-07-26,07,new customer,left
C1,CUZ02030,2022-07-27,07,new customer,still staying
C1,CUZ02030,2022-11-05,11,old customer from THIS year,still staying
C1,CUZ02031,2022-07-27,07,new customer,still staying
C1,CUZ02031,2022-10-31,10,old customer from THIS year,still staying
B1,CUZ02032,2022-07-27,07,new customer,left
A3,CUZ02033,2022-07-27,07,new customer,left
B3,CUZ02034,2022-07-27,07,new customer,left
C2,CUZ02035,2022-07-27,07,new customer,left
A1,CUZ02036,2022-07-27,07,new customer,left
A3,CUZ02037,2022-07-27,07,new customer,left
A2,CUZ02038,2022-07-27,07,new customer,still staying
A3,CUZ02039,2022-07-27,07,new customer,left
C1,CUZ02040,2022-07-27,07,new customer,still staying
C1,CUZ02040,2022-08-14,08,old customer from THIS year,left
B1,CUZ02041,2022-07-28,07,new customer,left
B2,CUZ02042,2022-07-28,07,new customer,still staying
B1,CUZ02043,2022-07-28,07,new customer,still staying
B1,CUZ02043,2022-09-19,09,old customer from THIS year,still staying
A1,CUZ02044,2022-07-28,07,new customer,still staying
A1,CUZ02044,2022-09-03,09,old customer from THIS year,still staying
A1,CUZ02044,2022-10-26,10,old customer from THIS year,still staying
A1,CUZ02044,2022-11-27,11,old customer from THIS year,still staying
A1,CUZ02044,2022-12-16,12,old customer from THIS year,still staying
B1,CUZ02045,2022-07-28,07,new customer,left
A3,CUZ02046,2022-07-28,07,new customer,left
B2,CUZ02047,2022-07-28,07,new customer,still staying
C1,CUZ02048,2022-07-28,07,new customer,left
A1,CUZ02049,2022-07-29,07,new customer,still staying
A1,CUZ02049,2022-08-25,08,old customer from THIS year,still staying
A1,CUZ02049,2022-09-01,09,old customer from THIS year,still staying
A1,CUZ02049,2022-11-28,11,old customer from THIS year,still staying
A1,CUZ02049,2022-12-18,12,old customer from THIS year,still staying
B2,CUZ02050,2022-07-29,07,new customer,still staying
A2,CUZ02051,2022-07-29,07,new customer,still staying
A2,CUZ02052,2022-07-29,07,new customer,still staying
B1,CUZ02053,2022-07-29,07,new customer,still staying
B1,CUZ02053,2022-09-14,09,old customer from THIS year,still staying
A3,CUZ02054,2022-07-29,07,new customer,left
A3,CUZ02055,2022-07-29,07,new customer,left
B1,CUZ02056,2022-07-29,07,new customer,left
A1,CUZ02057,2022-07-29,07,new customer,left
B2,CUZ02058,2022-07-29,07,new customer,still staying
B1,CUZ02059,2022-07-29,07,new customer,left
B1,CUZ02060,2022-07-30,07,new customer,still staying
B1,CUZ02060,2022-09-19,09,old customer from THIS year,still staying
B1,CUZ02060,2022-11-16,11,old customer from THIS year,still staying
B3,CUZ02061,2022-07-30,07,new customer,left
B2,CUZ02062,2022-07-30,07,new customer,still staying
B1,CUZ02063,2022-07-30,07,new customer,left
B3,CUZ02064,2022-07-30,07,new customer,left
C1,CUZ02065,2022-07-30,07,new customer,left
A2,CUZ02066,2022-07-30,07,new customer,still staying
C3,CUZ02067,2022-07-30,07,new customer,left
C1,CUZ02068,2022-07-30,07,new customer,still staying
C1,CUZ02068,2022-08-21,08,old customer from THIS year,left
B2,CUZ02069,2022-07-31,07,new customer,still staying
A2,CUZ02070,2022-07-31,07,new customer,still staying
A3,CUZ02071,2022-07-31,07,new customer,left
A3,CUZ02072,2022-07-31,07,new customer,left
B2,CUZ02073,2022-07-31,07,new customer,still staying
C2,CUZ02074,2022-07-31,07,new customer,left
B1,CUZ02075,2022-07-31,07,new customer,left
A1,CUZ02076,2022-07-31,07,new customer,left
C2,CUZ02077,2022-08-01,08,new customer,left
C1,CUZ02078,2022-08-01,08,new customer,left
B1,CUZ02079,2022-08-01,08,new customer,left
A1,CUZ02080,2022-08-01,08,new customer,left
B1,CUZ02081,2022-08-01,08,new customer,left
A2,CUZ02082,2022-08-01,08,new customer,still staying
B2,CUZ02083,2022-08-01,08,new customer,still staying
A2,CUZ02084,2022-08-02,08,new customer,still staying
B2,CUZ02085,2022-08-02,08,new customer,still staying
C1,CUZ02086,2022-08-02,08,new customer,left
A2,CUZ02087,2022-08-02,08,new customer,still staying
B3,CUZ02088,2022-08-02,08,new customer,left
A1,CUZ02089,2022-08-02,08,new customer,still staying
A1,CUZ02089,2022-10-06,10,old customer from THIS year,still staying
C2,CUZ02090,2022-08-02,08,new customer,left
A1,CUZ02091,2022-08-02,08,new customer,still staying
A1,CUZ02091,2022-09-10,09,old customer from THIS year,still staying
A1,CUZ02091,2022-10-19,10,old customer from THIS year,still staying
A1,CUZ02091,2022-11-18,11,old customer from THIS year,still staying
A1,CUZ02092,2022-08-02,08,new customer,still staying
A1,CUZ02092,2022-09-11,09,old customer from THIS year,still staying
A1,CUZ02092,2022-11-06,11,old customer from THIS year,still staying
A1,CUZ02093,2022-08-03,08,new customer,left
A1,CUZ02094,2022-08-03,08,new customer,left
A1,CUZ02095,2022-08-03,08,new customer,left
B2,CUZ02096,2022-08-03,08,new customer,still staying
C1,CUZ02097,2022-08-03,08,new customer,left
B1,CUZ02098,2022-08-03,08,new customer,left
C1,CUZ02099,2022-08-03,08,new customer,left
C1,CUZ02100,2022-08-03,08,new customer,left
A1,CUZ02101,2022-08-03,08,new customer,still staying
A1,CUZ02101,2022-09-22,09,old customer from THIS year,still staying
A1,CUZ02101,2022-11-30,11,old customer from THIS year,still staying
A1,CUZ02101,2022-12-31,12,old customer from THIS year,still staying
B3,CUZ02102,2022-08-03,08,new customer,left
A1,CUZ02103,2022-08-04,08,new customer,still staying
A1,CUZ02103,2022-09-12,09,old customer from THIS year,still staying
A1,CUZ02103,2022-10-25,10,old customer from THIS year,still staying
B2,CUZ02104,2022-08-04,08,new customer,still staying
A1,CUZ02105,2022-08-04,08,new customer,still staying
A1,CUZ02105,2022-09-17,09,old customer from THIS year,still staying
A1,CUZ02105,2022-10-19,10,old customer from THIS year,still staying
B2,CUZ02106,2022-08-04,08,new customer,still staying
A1,CUZ02107,2022-08-04,08,new customer,left
C1,CUZ02108,2022-08-04,08,new customer,left
A1,CUZ02109,2022-08-05,08,new customer,left
A1,CUZ02110,2022-08-05,08,new customer,still staying
A1,CUZ02110,2022-09-15,09,old customer from THIS year,still staying
A1,CUZ02110,2022-11-28,11,old customer from THIS year,still staying
A2,CUZ02111,2022-08-05,08,new customer,still staying
C2,CUZ02112,2022-08-05,08,new customer,left
B3,CUZ02113,2022-08-05,08,new customer,left
A1,CUZ02114,2022-08-05,08,new customer,left
A1,CUZ02115,2022-08-05,08,new customer,still staying
A1,CUZ02115,2022-09-23,09,old customer from THIS year,still staying
A1,CUZ02115,2022-11-19,11,old customer from THIS year,still staying
A1,CUZ02115,2022-12-16,12,old customer from THIS year,still staying
A1,CUZ02116,2022-08-05,08,new customer,still staying
A1,CUZ02116,2022-09-12,09,old customer from THIS year,still staying
A1,CUZ02116,2022-10-22,10,old customer from THIS year,still staying
A1,CUZ02116,2022-11-20,11,old customer from THIS year,still staying
A1,CUZ02116,2022-12-08,12,old customer from THIS year,still staying
C2,CUZ02117,2022-08-06,08,new customer,left
A1,CUZ02118,2022-08-06,08,new customer,still staying
A1,CUZ02118,2022-09-15,09,old customer from THIS year,still staying
A2,CUZ02119,2022-08-06,08,new customer,still staying
B1,CUZ02120,2022-08-06,08,new customer,still staying
B1,CUZ02120,2022-12-26,12,old customer from THIS year,still staying
B3,CUZ02121,2022-08-06,08,new customer,left
B2,CUZ02122,2022-08-06,08,new customer,still staying
